title,rate,is_new,detail_url,cover,year,directors,actors,types,countries,lang,release_date,runtime,comment_len,stars,summary,comments,img_list,video
巴比伦,8.0,False,https://movie.douban.com/subject/34467461/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2884457470.jpg,"<re.Match object; span=(1, 5), match='2022'>",达米恩·查泽雷,"布拉德·皮特,玛格特·罗比,迭戈·卡尔瓦,珍·斯马特,约翰·艾德坡,李丽君,P·J·伯恩,卢卡斯·哈斯,奥莉维亚·汉密尔顿,麦克思·明格拉,罗里·斯卡沃,凯瑟琳·沃特斯顿,托比·马奎尔,弗利,杰夫·格尔林,埃里克·罗伯茨,伊桑·苏普利,萨玛拉·维文,奥利维亚·王尔德,菲比·汤金,斯派克·琼斯,詹妮弗·格兰特,弗雷德里克·凯勒,托德·吉贝哈恩,克洛伊·菲内曼,乔纳·普拉特,肖恩·奥布赖恩,鲍勃·克莱德宁,马科斯·A.费拉斯,达蒙·冈普顿,雷恩·哈珀,里安·里斯,米拉吉·格尔比克,卡莲娜·布里奇,布莱克叶·埃南,安娜·科托,卡罗琳娜·辛查克,特洛伊·梅特卡夫,迈克·加萨威,特里·沃尔特斯,莎拉·凯瑟琳·贝勒米,安娜·查泽雷,约翰·克里,伯克·弗洛伊德,基思·库尔,瑞克·萨拉比亚,尼克·巴加,雅科夫·科隆塔罗夫,安德鲁·霍特里,艾利克斯·多布兰口","剧情,喜剧,历史",美国,"英语,西班牙语,意大利语",2022-12-23,188,18706,"30.0%,44.8%,21.2%,3.2%,0.8%",本片聚焦于1920年代的早期好莱坞，电影工业从默片发展到有声电影时代的过渡时期。本片聚焦于一对男女主角的事业与情感，并追随了这一时期其他三位虚构角色的起起落落；他们都有各自的历史原型。1926年的洛杉矶，墨西哥裔移民Manny（迭戈·卡尔瓦 饰）作为打杂工来到Kinoscope制片厂高管举办的放荡狂野的派对工作，在这里他邂逅了来自新泽西底层的金发女孩Nellie LaRoy（玛格特·罗比 饰）；她刚来到洛杉矶，狂放粗鲁，却又野心勃勃，希望在好莱坞成为一个电影明星，而Manny也对她一见钟情。参加这场派对的还有当时已声名大噪的中年男演员Jack Conard（布拉德·皮特 饰）和华裔女演员朱菲（李丽君 饰），还有尚在打拼的非裔爵士小号手Sidney（约翰·艾德坡 饰）。在派对上，Manny还结识了Jack，并在后者的引荐下来到了电影的拍摄现场工作，...,"[{""user"": ""\u8089\u6c64\u62cc\u996d\u5403\u516b\u7897"", ""comment_star"": ""3"", ""comment_time"": ""2022-12-23 12:00:06"", ""comment_content"": ""\u4e3a\u4ec0\u4e48\u8981\u5982\u6b64\u7528\u529b\u5730\u8bb2\u4e00\u4e2a\u8fd9\u4e48\u6ee1\u7684\u6545\u4e8b\u554a\uff0c\u611f\u89c9\u88ab\u5bfc\u6f14\u6643\u7740\u80a9\u8180\u8d28\u95ee\u201c\u770b\u61c2\u6211\u7684\u610f\u601d\u4e86\u5417\uff01\u201d I\u2019m exhausted.""}, {""user"": ""Gavin"", ""comment_star"": ""5"", ""comment_time"": ""2022-12-24 10:26:16"", ""comment_content"": ""\u5728\u5357\u67ef\u4e00\u68a6\u7684\u98ce\u6d41\u7c07\u62e5\u4e0d\u518d\u4e4b\u540e\uff0c\u5728\u5bb4\u4f1a\u5385\u5076\u9047\u8001\u53cb\u5bd2\u6684\u4e4b\u540e\uff0c\u5728\u7ed9\u4f8d\u8005\u4e00\u7b14\u6177\u6168\u7684\u5c0f\u8d39\u4e4b\u540e\uff0c\u968f\u7740\u97f3\u4e50\u7fe9\u7fe9\u8d70\u56de\u697c\u4e0a\u623f\u95f4\u4e4b\u540e\uff0c\u6216\u8bb8\u4f60\u80fd\u7406\u89e3\u8fd9\u65f6\u5019\u5f00\u819b\u7ed3\u675f\u81ea\u5df1\u751f\u547d\u7684\u7f8e\u611f\u5417\u3002\u5728\u88ab\u8ffd\u6740\u7684\u9014\u4e2d\u8dd1\u8fdb\u821e\u5385\u4e4b\u540e\uff0c\u5728\u548c\u6df1\u7231\u4f60\u7684\u7537\u4eba\u821e\u6c60\u76f8\u62e5\u79c1\u5b9a\u7ec8\u8eab\u4e4b\u540e\uff0c\u53c8\u89c9\u5f97\u4e0d\u80fd\u79bb\u5f00\u8fd9\u4e2a\u7528\u7535\u5f71\u9020\u68a6\u4e4b\u5730\uff0c\u6216\u8bb8\u4f60\u80fd\u7406\u89e3\u8fd9\u65f6\u5019\u4e0d\u544a\u800c\u522b\uff0c\u968f\u7740\u97f3\u4e50\u6d88\u5931\u5728\u591c\u8272\u91cc\u7684\u7f8e\u611f\u5417\u3002\u5728\u6240\u6709\u8352\u8bde\u766b\u72c2\u7480\u74a8\u7cdc\u70c2\u7684\u6d3e\u5bf9\u5168\u90fd\u6563\u573a\u4e4b\u540e\uff0c\u5728\u6240\u6709\u6050\u60e7\u843d\u5bde\u75db\u82e6\u7684\u8bb0\u5fc6\u5168\u90e8\u5f52\u4e8e\u5e73\u9759\u4e4b\u540e\uff0c\u6216\u8bb8\u4f60\u80fd\u7406\u89e3\uff0c\u4e0d\u8bba\u600e\u6837\uff0c\u6211\u4eec\u8fd8\u662f\u4f1a\u5750\u5728\u6f06\u9ed1\u7684\u5f71\u9662\u91cc\uff0c\u4e3a\u4e00\u573a\u53c8\u4e00\u573a\u7684\u5e7b\u68a6\u800c\u6d41\u6cea\u7684\u7f8e\u611f\u5417\u3002""}, {""user"": ""\u9ed1\u8272\u7684\u4f2f\u52b3"", ""comment_star"": ""1"", ""comment_time"": ""2023-02-01 02:14:31"", ""comment_content"": ""\u5783\u573e\u3002\u600e\u80fd\u5982\u6b64\u9648\u8150\u7834\u8d25\uff1f\u7528\u91d1\u94b1\u5806\u79ef\u7a7a\u865a\u8ff7\u604b\uff0c\u7528\u5450\u558a\u6d88\u8017\u795e\u8bdd\uff0c\u65e0\u8c03\u5ea6\u7684\u8e81\u52a8\u4ec5\u4ec5\u51f8\u663e\u5bfc\u6f14\u6267\u5ff5\uff0c\u4f60\u62cd\u4e00\u7fa4\u89c2\u4f17\u7d27\u76ef\u94f6\u5e55\u90fd\u6bd4\u8fd9\u7834\u73a9\u610f\u597d\u4e00\u767e\u500d\u3002\u597d\u83b1\u575e\u7231\u597d\u8005\u6c14\u6b7b""}, {""user"": ""\u9ec3\u534a\u4ed9"", ""comment_star"": ""4"", ""comment_time"": ""2022-12-25 14:13:37"", ""comment_content"": ""LaRoy\u628a\u7537\u7684\u90fd\u53eb\u53bb\u770b\u5979\u7238\u6293\u86c7\u7684\u90a3\u573a\u620f\uff0cLady Fay Zhu\u50cf\u53bb\u5bf9\u9762gay bar\u95ee\u8d75\u5988\u9700\u4e0d\u9700\u8981\u5e2e\u5fd9\u6551\u706b\u7684\u94c1t""}, {""user"": ""\u4f0a\u74e6"", ""comment_star"": ""4"", ""comment_time"": ""2022-12-24 15:45:08"", ""comment_content"": ""\u5982\u679c\u6ca1\u6709\u6700\u540e\u90a3\u6bb5\u6df7\u526a\u53ef\u80fd\u53ef\u4ee5\u7a33\u7a33\u5f53\u5f53\u7ed9\u56db\u661f\u3002\u524d\u9762\u672c\u6765\u770b\u5f97\u8fd8\u7b97\u5f00\u5fc3\uff0c\u4f46\u8fd9\u7ed3\u5c3e\u5b9e\u5728\u662f\u4e00\u8a00\u96be\u5c3d\u3002\u77e5\u9053\u60f3\u5e72\u561b\uff0c\u4f46\u8fd9\u4e48\u7528\u529b\u5730\u56de\u987e\u81f4\u656c\u548c\u524d\u4ee8\u5c0f\u65f6\u7684tone\u5f88\u683c\u683c\u4e0d\u5165\u554a\u3002\u4eca\u5e74\u201c\u5199\u7ed9\u7535\u5f71\u7684\u60c5\u4e66\u201d\u5b9e\u5728\u662f\u6709\u70b9\u591a\uff0c\u884c\u4e1a\u662f\u8981\u9760\u65b0\u7684\u597d\u7684\u4f5c\u54c1\u6765\u6551\uff0c\u4e0d\u662f\u9760\u8ddf\u89c2\u4f17\u8bf4\u4e00\u767e\u904d\u6211\u4eec\u4e00\u8def\u8d70\u6765\u591a\u4e0d\u5bb9\u6613\u00af\\_(\u30c4)_/\u00af""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2879984797.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2885241224.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2879984743.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2885241220.jpg",https://vt1.doubanio.com/202302240035/732f58c9236917bbf8bbc9851b957abb/view/movie/M/402980005.mp4
黑豹2,5.4,False,https://movie.douban.com/subject/30167997/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888100744.jpg,"<re.Match object; span=(1, 5), match='2022'>",瑞恩·库格勒,"利蒂希娅·赖特,露皮塔·尼永奥,丹娜·奎里拉,温斯顿·杜克,安吉拉·贝塞特,特诺切·韦尔塔,马丁·弗瑞曼,茱莉亚·路易斯-德瑞弗斯,多米尼克·索恩,特雷弗·诺亚,弗洛伦丝·卡松巴,米凯拉·科尔,亚历克斯·利维纳利,梅布尔·卡德纳,玛丽亚·梅塞德斯·科罗伊,迈克尔·B·乔丹,蕾克·贝尔,罗伯特·约翰·伯克,迪瓦因·乐福·科纳杜-桑,安德森·库珀,伊尔玛-埃斯蒂尔·拉盖尔,伊萨赫·德·班克尔,丹尼·萨帕尼,索佩·阿卢科,佐拉·威廉姆斯,玛丽嘉·朱丽叶·阿布妮,巴阿巴·毛尔,理查德·希夫,洁基·伯明翰,迈克尔·布莱克·克鲁斯,卡马努·乌斯曼,小弗洛伊德·安东尼·约翰,杰梅因·布兰特利,玛丽亚·特隆,索尔·洛佩斯,胡安·卡洛斯·坎图,多隆·贝尔,贾迈尔·钱伯斯","剧情,动作,科幻,惊悚,奇幻,冒险",美国,"英语,科萨语,玛雅语,法语",2023-02-07,161,36565,"3.8%,13.1%,43.4%,30.8%,8.9%",在“黑豹”特查拉国王不幸去世后，苏睿（利蒂希娅·赖特 Letitia Wright 饰）、奥克耶（丹娜·奎里拉 Danai Gurira 饰）、拉曼达女王（安吉拉·贝塞特 Angela Bassett 饰）、姆巴库（温斯顿·杜克 Winston Duke 饰）为了保护瓦坎达而战。瓦坎达人努力迎接他们的新篇章，他们必须在娜吉雅（露皮塔·尼永奥 Lupita Nyong'o 饰）和罗斯探员（马丁·弗瑞曼 Martin Freeman 饰）的帮助下团结起来，为瓦坎达王国开辟新道路。,"[{""user"": ""Callvados"", ""comment_star"": ""3"", ""comment_time"": ""2022-11-12 15:20:58"", ""comment_content"": ""\u660e\u660e\u662f\u4e24\u53e5\u8bdd\u80fd\u548c\u89e3\u7684\u4e8b\u60c5\u975e\u8981\u6253\u4e00\u67b6\uff0c\u7136\u540e\u6700\u540e\u53c8\u7a81\u7136\u4e24\u53e5\u8bdd\u548c\u89e3\u3002\u516c\u4e3b\u548c\u53cd\u6d3e\u6c14\u6c1b\u90fd\u70d8\u6258\u6210\u8fd9\u6837\u4e86\u7adf\u7136\u6ca1\u6709\u60f3\u51fa\u548c\u4eb2\u8fd9\u4e2a\u7edd\u5999\u7684\u70b9\u5b50\u4e48\uff1f\u53c8\u662f\u9001\u4f60\u534e\u4e3d\u7684\u8863\u670d\u548c\u6211\u5988\u7684\u9057\u7269\uff0c\u53c8\u662f\u5e26\u4f60\u770b\u6211\u7684\u4e16\u754c\u5e76\u56de\u987e\u6211\u4eba\u751f\u7684\u79d8\u5bc6\uff0c\u5b66\u4e60\u4e86\u3002How is never important as why. \u5207\u5230\u6ce2\u58eb\u987f\u77ac\u95f4\u7b11\u573a""}, {""user"": ""\u65b0\u9a91\u58eb"", ""comment_star"": ""4"", ""comment_time"": ""2022-11-09 14:22:45"", ""comment_content"": ""\u4eff\u4f5b\u770b\u4e86\u4e00\u90e8\u4e24\u4e2a\u591a\u5c0f\u65f6\u7684\u300a\u963f\u51e1\u8fbe2\uff1a\u6c34\u4e4b\u9053\u300b\u9884\u544a\u7247""}, {""user"": ""Lil lego888"", ""comment_star"": ""3"", ""comment_time"": ""2022-11-09 10:33:14"", ""comment_content"": ""\u600e\u9ebc\u8aaa\u5462 \u9084\u662f\u5f88\u6709\u610f\u601d\u7684 \u4f46\u662f\u78ba\u5be6\u6f2b\u5a01\u9019\u4e00\u968e\u6bb5\u6700\u597d\u770b\u7684\u662f\u5c1a\u6c23\ud83d\ude02""}, {""user"": ""\u6211\u662f\u6240\u6709\u4eba\u7684BFF"", ""comment_star"": ""3"", ""comment_time"": ""2022-11-09 20:11:35"", ""comment_content"": ""\u6f2b\u5a01\u73b0\u9636\u6bb5\u6700\u5927\u7684\u95ee\u9898\u662f\u4ed6\u6839\u672c\u4e0d\u4f1a\u62cd\u5927\u573a\u9762\u3002\u7206\u7c73\u82b1\u7535\u5f71\u7684\u6700\u7ec8\u5c5e\u6027\u8fd8\u662f\u5a31\u4e50\u6027\uff0c\u800c\u6f2b\u5a01\u532e\u4e4f\u7684\u60f3\u8c61\u529b\u5c06\u539f\u672c\u5e94\u8be5\u5145\u6ee1\u79d1\u6280\u611f\u7684\u52a8\u4f5c\u620f\u7b80\u5316\u5230\u5404\u79cd\u8089\u640f\u620f\uff0c\u800c\u4e14\u8fd8\u662f\u6b66\u6307\u5b8c\u5168\u4e0d\u5728\u7ebf\u7684\u8089\u640f\u620f\u3002\u6574\u4e2a\u7b2c\u4e09\u5e55\u771f\u7684\u592a\u597d\u7b11\u4e86\u3002\u7b2c\u4e00\u90e8\u6709\u540c\u6837\u7684\u95ee\u9898\uff0c\u4e0d\u8fc7\u5176\u6587\u672c\u6df1\u5ea6\u8fdc\u6bd4\u6b64\u7247\u66f4\u8010\u4eba\u5bfb\u5473\u3002""}, {""user"": ""\u540c\u5fd7\u4ea6\u51e1\u4eba\u4e2d\u6587\u7ad9"", ""comment_star"": ""2"", ""comment_time"": ""2022-11-09 19:13:27"", ""comment_content"": ""2023\u5e74\u5965\u65af\u5361\u6700\u4f73\u5f71\u7247\u5f97\u4e3b\u662f\u2014\u2014\u300a\u9ed1\u8c792\uff1a\u6c34\u4e4b\u9053\u300b\uff01\u8be5\u7247\u540c\u65f6\u83b7\u5f97\u6700\u4f73\u5723\u6bcd\u5fc3\u5956\u3001\u6700\u4f73\u4e3b\u89d2\u7f3a\u5931\u5956\u4ee5\u53ca\u6700\u4f73\u5267\u60c5\u53cd\u667a\u5956\u3002\u5bfc\u6f14\u6210\u529f\u8ba9\u975e\u6d32\u6587\u660e\u548c\u62c9\u7f8e\u6587\u660e\u65e0\u5398\u5934\u4e92\u6bb4\uff0c\u5bf9\u8fd9\u4e24\u4e2a\u5927\u6d32\u6572\u9aa8\u5438\u9ad3\u3001\u5bf9\u632f\u91d1\u864e\u89c6\u7708\u7708\u7684\u767d\u4eba\u5374\u5728\u5168\u7a0b\u6253\u9171\u6cb9\u3002\u8bba\u6d17\u8111\u6211\u53ea\u670d\u597d\u83b1\u575e\uff0c\u4f46\u51e1\u5c11\u8bfb\u70b9\u4e66\u6211\u5c31\u4fe1\u4e86~""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2881162906.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2880983836.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2881700113.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2881700115.jpg",https://vt1.doubanio.com/202302240035/c633cb08eb2c42efa801713237d4673a/view/movie/M/402990871.mp4
行骗高手,6.7,True,https://movie.douban.com/subject/35116322/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2886396720.jpg,"<re.Match object; span=(1, 5), match='2023'>",本·卡隆,"朱丽安·摩尔,塞巴斯蒂安·斯坦,约翰·利思戈,贾斯蒂斯·史密斯,达伦·戈德斯坦,本·卡隆,昆西·杜恩-巴克,Josh Drennen,朱利安·亚奥·焦耶洛,菲利普·约翰逊·理查森,布莱斯·科里根,帕特里克·库利,尼尔·弗莱舍,Briana Middleton,Lauren Yaffe,Lucy Taylor,Samuel María Gómez,Brian Miskell,Mark Rome",剧情,美国,英语,2023-02-17,116,1702,"8.4%,30.8%,51.6%,7.8%,1.4%",贾斯蒂斯·史密斯加盟出演，朱丽安·摩尔、塞巴斯蒂安·斯坦主演的苹果原创新片[骗子]。该片由苹果与A24联合制作，《王冠》导演本·卡隆执导，[侦探双雄]编剧布莱恩·盖特伍德、亚历桑德罗·田中操刀剧本。摩尔将饰演混迹于曼哈顿亿万富翁圈子里的骗子艺术家。斯坦将饰演马克斯，一个聪明的骗子，以执行复杂的计划和赚大钱而闻名。在电影中，他被卷入了另一个计划。,"[{""user"": ""meeki"", ""comment_star"": ""4"", ""comment_time"": ""2023-02-18 19:31:34"", ""comment_content"": ""\u90a3\u4e2a\u4e66\u5e97\u4e0d\u9519""}, {""user"": ""\u5973\u795e\u7684\u79cb\u88e4"", ""comment_star"": ""3"", ""comment_time"": ""2023-02-18 03:21:39"", ""comment_content"": ""\u7b2c\u4e00\u5e55\u7565\u5e73\u6de1\uff0c\u7b2c\u4e8c\u5e55\u6709\u70b9\u610f\u601d\uff0c\u7b2c\u4e09\u5e55\u7ed3\u5c40\u6709\u70b9\u5f3a\u884c\u53cd\u8f6c\uff0c\u4e24\u4e2a\u884c\u9a97\u9ad8\u624b\u7adf\u7136\u770b\u4e0d\u51fa\u771f\u8840\u5047\u8840\uff1f\uff01\u6574\u4f53\u4fd7\u5957\u2026""}, {""user"": ""\u767d\u8305"", ""comment_star"": ""4"", ""comment_time"": ""2023-02-17 20:52:51"", ""comment_content"": ""3.5\u3002\u6211\u5f88\u559c\u6b22\u7684\u5236\u4f5c\uff0c\u9ad8\u683c\u8c03\u4e00\u5b9a\u7a0b\u5ea6\u4e0a\u5f25\u8865\u4e86\u9a97\u672f\u7684\u7b80\u6613\u3002\u800c\u8bbe\u8ba1\u611f\u5982\u6b64\u5f3a\u7684\u7ed3\u6784\uff0c\u7ed3\u5c40\u4f1a\u600e\u6837\u901a\u8fc7\u6392\u5217\u7ec4\u5408\u4e5f\u80fd\u7aa5\u63a2\u516b\u4e5d\u3002\u5373\u4f7f\u8fd9\u6837\uff0c\u6211\u4e2a\u4eba\u4e5f\u8ba4\u4e3a\u6bd4\u300a\u7126\u70b9\u300b\u90a3\u6837\u7684\u7ed3\u5c3e\u5904\u7406\u8981\u9ad8\u660e\u4e00\u4e9b\uff0c\u81f3\u5c11\u300a\u884c\u9a97\u9ad8\u624b\u300b\u4ece\u4e00\u5f00\u59cb\u5c31\u6446\u660e\u4e86\u8981\u8bb2\u8ff0\u4e00\u4e2a\u95ed\u5408\u7684\u6545\u4e8b\uff0c\u800c\u6469\u5c14\u4f9d\u65e7\u90a3\u4e48\u8d4f\u5fc3\u60a6\u76ee\u3002""}, {""user"": ""\u7d22\u62c9\u897f\u591a"", ""comment_star"": ""2"", ""comment_time"": ""2023-02-17 23:06:02"", ""comment_content"": ""\u53f0\u8bcd\u56de\u65cb\u9556\u4e4b\u201c\u6211\u624d\u4e0d\u770b\u7535\u5f71\u56e0\u4e3a\u6d6a\u8d39\u65f6\u95f4\u201d //\u8bf4\u771f\u7684\u5c31\u8fd9\u70b9\u7834\u4e8b\u90fd\u4e0d\u914d\u4e0a1818\u9ec4\u91d1\u773c""}, {""user"": ""\u4ee4\u5e0c\u4e30"", ""comment_star"": ""4"", ""comment_time"": ""2023-02-17 21:53:17"", ""comment_content"": ""\u7ed3\u5c40\u4e0d\u591f\u6f02\u4eae\uff0c\u843d\u70b9\u505a\u5f97\u6bd4\u8f83\u5c0f\u4e86\u3002""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2882874244.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2888256835.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2887711970.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2888392442.jpg",https://vt1.doubanio.com/202302240035/29d208eb4316e516a0412318e115ab21/view/movie/M/402990761.mp4
虽然只是弄丢了手机,6.5,True,https://movie.douban.com/subject/35203206/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2887034251.jpg,"<re.Match object; span=(1, 5), match='2023'>",金泰俊,,"剧情,悬疑,惊悚",韩国,韩语,2023-02-17,117,2258,"6.5%,27.0%,53.6%,11.2%,1.7%",在下班回家的路上，娜美（千瑀嬉饰）丢失了她的智能手机，里面包含她的一切个人信息。俊英（任时完饰）找到了娜美的手机并将其归还给她，但在手机里面安装了间谍软件。通过跟踪她的日常生活，他了解了所有关于娜美的信息 — 她的行踪、爱好、品味、工作生活、财务状况和社交网络 — 并通过隐藏自己的真实身份来接近她。与此同时，刑警志万（金熙元饰）在谋杀犯罪现场发现了儿子俊英的痕迹，于是对他展开秘密调查，并做好了最坏的打算。娜美找到了她的手机，松了一口气，但没过多久，她的日常生活就发生了翻天覆地的变化，一发不可收拾。只因丢失了手机，她的整个生活都岌岌可危。,"[{""user"": ""\uff73\uff72\uff9d\uff7e\uff9d\uff84"", ""comment_star"": ""2"", ""comment_time"": ""2023-02-18 15:17:03"", ""comment_content"": ""\u4eba\u5747\u65e0\u667a\u5546\u3002\u8c46\u74e3\u600e\u4e48\u73b0\u5728\u628a\u8bc4\u5206\u63a8\u8fdf\u4e86\u90a3\u4e48\u4e45\uff0c\u65e9\u70b9\u516c\u5e03\u8bc4\u5206\u80fd\u7ed9\u591a\u5c11\u4eba\u8282\u7701\u4ed6\u4eba\u751f\u4e2d\u7684\u4e24\u4e2a\u5c0f\u65f6""}, {""user"": ""Hangain"", ""comment_star"": ""4"", ""comment_time"": ""2023-02-17 21:28:50"", ""comment_content"": ""\u770b\u7684\u8fc7\u7a0b\u5fc3\u810f\u72c2\u8df3\u4e0d\u6b62\uff0c\u4e0d\u4ec5\u662f\u4e22\u5931\u624b\u673a\u5e26\u6765\u7684\u8bf8\u591a\u9690\u60a3\u4ee4\u4eba\u6050\u60e7\uff0c\u8fd8\u6709\u60ca\u609a\u7684\u5267\u60c5\uff0c\u4e3a\uc774\ub098\ubbf8\u7684\u751f\u547d\u62c5\u5fc3\uff0c\u7948\u7977\u5979\u4f5c\u4e3a\u7b2c\u516b\u4e2a\uff0c\u80fd\u591f\u5b89\u5168\u8131\u8eab\u3002\u539f\u4f5c\u6ca1\u770b\u8fc7\uff0c\u8fd9\u90e8\u7535\u5f71\u62cd\u7684\u5f88\u97e9\uff0c\u548c\u4e00\u822c\u60ca\u609a\u7247\u53c8\u6709\u4e0d\u540c\uff0c\u5bf9\u4eb2\u5b50\u5173\u7cfb\u89e6\u53ca\uff0c\u8ba9\u6545\u4e8b\u6709\u4e86\u6df1\u5ea6\u3002\u5f3a\u52bf\u7684\u7236\u6bcd\u80cc\u540e\u4e00\u5b9a\u6709\u4e2a\u53ef\u601c\u7684\u5b69\u5b50\uff0c\u6709\u4e9b\u53ef\u60b2\uff0c\u5bb6\u5ead\u6559\u80b2\u592a\u91cd\u8981\u4e86\u3002\u6700\u540e\u5acc\u7591\u72af\u8eab\u4efd\u7684\u53cd\u8f6c\u8fd8\u662f\u633a\u9707\u60ca\u7684\uff0c\u4e00\u5ea6\u731c\u6d4b\u4efb\u65f6\u5b8c\u662f\u4e0d\u662f\u6574\u4e86\u5bb9\u3002\u6f14\u5458\u65b9\u9762\uff0c\u90fd\u5f88\u4e0d\u9519\uff0c\u5343\u79b9\u7199\u3001\u91d1\u7199\u5143\u3001\u6734\u6d69\u5c71\u6f14\u6280\u5728\u7ebf\uff0c\u5168\u7a0b\u88ab\u9a82\u5230\u7ed3\u675f\u7684\u662f\u4efb\u65f6\u5b8c\uff0c\u592a\u53d8\u6001\u4e86\u3002\u6700\u540e\uff0c\u4e00\u5b9a\u8981\u4fdd\u7ba1\u597d\u81ea\u5df1\u7684\u624b\u673a\uff0c\u522b\u8bf4\u4e22\uff0c\u66f4\u4e0d\u80fd\u5728\u516c\u4f17\u573a\u5408\u79bb\u5f00\u81ea\u5df1\u7684\u89c6\u7ebf\u3002""}, {""user"": ""\ud83d\udea7Rh\u00e9ane\ud83d\udea7"", ""comment_star"": ""3"", ""comment_time"": ""2023-02-17 21:06:26"", ""comment_content"": ""\u600e\u4e48\u97e9\u56fd\u4e8c\u624b\u7f51\u7ad9\u4e5f\u6709\u201c\u6211\u662f\u5b66\u751f\u4fbf\u5b9c\u70b9\u201d\u7b11\u4e96\uff5c\u5973\u4e3b\u6700\u540e\u5f00\u67aa\u4ee5\u53ca\u7537\u4e3b\u53ea\u662f\u5355\u7eaf\u53d8\u6001\u975e\u5211\u8b66\u513f\u5b50\u7684\u53cd\u8f6c\u8fd8\u633a\u5e26\u611f\u7684\uff0c\u5c31\u770b\u7684\u8fc7\u7a0b\u4e2d\u8111\u5185\u5173\u4e8e\u884c\u4e8b\u903b\u8f91\u5410\u69fd\u86ee\u591a\u7684\u6bd4\u5982\u95fa\u871c\u4e24\u4eba\u56e0\u4e3a\u4e00\u964c\u751f\u602a\u4eba\u7684\u4e24\u53e5\u8bdd\u8bf4\u51b3\u88c2\u5c31\u51b3\u88c2\u8d4c\u6c14\u63fd\u7f6a\u8fd9\u91cc\u83ab\u540d\u5176\u5999\uff0c\u4ee5\u53ca\u5f97\u77e5\u624b\u673a\u88ab\u76d1\u63a7\u4e5f\u8001\u8001\u5b9e\u5b9e\u4e0d\u6362\u624b\u673a\u7b49\u8b66\u5bdf\u51fa\u73b0\u624d\u60f3\u8d77\u6765\u5907\u7528\u624b\u673a\uff0c\u5b64\u52c7\u8b66\u5bdf\u6b7b\u4e5f\u4e0d\u53eb\u540e\u63f4\u7b49\u7b49\u2026\u5f00\u5934\u7b2c\u4e00\u4eba\u79f0\u6c89\u6d78\u6c89\u8ff7\u624b\u673a\u7684\u526a\u8f91\u4e0d\u9519\u3002\u603b\u4f53\u53ef\u770b\u3002\uff08\u6240\u4ee5\u9b54\u828b\u516c\u53f8\u5c31\u6ca1\u6551\u4e86\u5457\uff09""}, {""user"": ""fishbird"", ""comment_star"": ""1"", ""comment_time"": ""2023-02-18 21:36:22"", ""comment_content"": ""\u5f88\u5783\u573e\u7684\u4e00\u4e2a\u7247\u5b50\uff0c\u6ca1\u4ec0\u4e48\u610f\u601d\uff0c\u60c5\u8282\u4e5f\u8ddf\u65e0\u804a\uff0c\u53ef\u4ee5\u8bf4\u662f\u70c2\u7247\u4e00\u4e2a\u3002""}, {""user"": ""ZzYxxxx"", ""comment_star"": ""4"", ""comment_time"": ""2023-02-17 23:14:15"", ""comment_content"": ""\u4efb\u65f6\u5b8c\u627e\u5230\u4e86\u65b0\u620f\u8def\uff0c\u592a\u9002\u5408\u6f14psycho\u4e86""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2666255689.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2666255695.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2888012785.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2887647312.jpg",https://vt1.doubanio.com/202302240035/e79c26c5dd793bc20b44e2f06b63ea5e/view/movie/M/402990928.mp4
