title,rate,detail_url,cover,year,directors,actors,types,countries,lang,release_date,runtime,rating_sum,stars,summary,comment_len,comments,img_list,video
狂飙,8.5,https://movie.douban.com/subject/35465232/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2886376181.jpg,2023,徐纪周,"张译,张颂文,李一桐,张志坚,吴刚,倪大红,韩童生,李建义,石兆琪,李健,高叶,王骁,贾冰,郝平,苏小玎,林家川,阿如那,鲍大志,隆妮,令卓,吴羽卿,岳秀清,赵达,沈丹萍,舒耀瑄,宋家腾,王沛禄,曲栅栅,叶琪山","剧情,犯罪",中国大陆,汉语普通话,2023-01-14,,660138,"41.4%,45.0%,11.8%,1.2%,0.5%",京海市一线刑警安欣（张译  饰），在与黑恶势力的斗争中，不断遭到保护伞的打击，始终无法将犯罪分子绳之以法。全国政法队伍教育整顿工作开展后，临江省派出指导组入驻京海，联合公检法司各部门，清除了政法队伍内部的腐败分子，粉碎了黑恶势力的保护伞，一举铲除了盘踞京海多年的强盛集团。,216930,"[{""user"": ""\u4e1c\u95e8\u6377\u5f84\u5c0fV"", ""comment_star"": ""4"", ""comment_time"": ""2023-01-14 21:54:17"", ""comment_content"": ""\u5927\u7ed3\u5c40\u524d\u76f2\u731c\u4e00\u4e2a\u9ec4\u7476\u97ec\u6666\u591a\u5e74\u641c\u8bc1\u51fb\u57ae\u5f3a\u76db\uff0c\u518d\u7528\u5979\u5988\u7ed9\u7684\u5f55\u97f3\u7b14\u5b8c\u6210\u5bf9\u8d75\u7acb\u51ac\u53ca\u963f\u4f1e\u7684\u7edd\u6740\uff0c\u5979\u5c31\u662f\u9ec4\u7fe0\u7fe0\u8001\u9ed8\u8fd9\u5bf9\u60b2\u60e8\u5c18\u57c3CP\u8c41\u51fa\u547d+\u5b89\u8b66\u5b98\u5bf9\u5f31\u52bf\u8005\u7684\u6e29\u6696\u5584\u610f\u5171\u540c\u4fdd\u5b58\u7684\u71ce\u539f\u706b\u79cd\u3002//    \u5b5f\u5fb7\u6d77\u7ebf\u5f3a\u884c\u5220\u6539\u53ef\u60dc\u4e86\uff0c\u4e0d\u7136\u8fd9\u5267\u771f\u53ef\u4ee5\u5c01\u795e\u3002\u9ad8\u542f\u5f3a\u5c4b\u91cc\u90a3\u672c\u7ea2\u697c\u68a6\uff0c\u662f\u5728\u6697\u793a\u201c\u6deb\u4e27\u5929\u9999\u697c\u201d\u6539\u6210\u4e86\u201c\u6b7b\u5c01\u9f99\u7981\u5c09\u201d\u5417\uff1f\u8fd8\u662f\u6307\u771f\u672c\u540e\u56db\u5341\u56de\u5176\u5b9e\u5df2\u4e22\u5931\u73b0\u5728\u7684\u5168\u96c6\u662f\u72d7\u5c3e\u7eed\u8c82\uff1f//    \u76ee\u6d4b\u662f\u90e8\u867e\u7cfb\u5267\uff0c\u5265\u6389\u524d\u5934\u626b\u9ed1\u5b98\u8bdd\u548c\u786c\u5c2c\u4e3b\u65cb\u5f8b\u867e\u7ebf\u90e8\u5206\u53ef\u98df\u3002\u56fd\u5267\u7ec8\u4e8e\u53c8\u5141\u8bb8\u51fa\u73b0\u6709\u8840\u6cea\u7684\u590d\u6742\u53cd\u6d3e\uff0c\u53ea\u60f3\u770b\u5f20\u9882\u6587\u8fd9\u4e2a\u51fa\u573a\u8870\u5230\u6b7b\u7684\u6b7b\u9c7c\u8d29\u5b50\u5982\u4f55\u4e8c\u5341\u5e74\u53d8\u8eab\u6d89\u9ed1\u5546\u754c\u5927\u4f6c\u723d\u8650\u6587\uff01\u8b66\u9ed1\u5173\u7cfb\u4e5f\u4e0d\u518d\u523b\u677f\uff0c\u5b7d\u7f18\u662f\u5fc5\u7136\u4f1a\u5728\u5c0f\u8b66\u5bdf\u67d4\u60c5\u4ee5\u5f85\u5c0f\u9c7c\u8d29\u65f6\u4ea7\u751f\u7684\u5427\uff01\u5f20\u8bd1\u8bf4\u51fa\u90a3\u53e5\u201c\u6211\u6015\u4f60\u4e07\u4e00\u518d\u51fa\u4e8b\u5462\u201d\u65f6\uff0c\u963f\u5f3a\u4e0d\u53ef\u80fd\u4e0d\u7231\u4e0a\u963f\u6b23\u7684\u5427\uff01""}, {""user"": ""machine"", ""comment_star"": ""3"", ""comment_time"": ""2023-01-15 13:57:43"", ""comment_content"": ""\u5f20\u8bd1\u80fd\u4e0d\u80fd\u522b\u5e26\u4e9b\u4e71\u4e03\u516b\u7cdf\u7684\u53e3\u97f3\uff0c\u6a21\u4eff\u7684\u4e5f\u4e0d\u50cf\uff0c\u5f88\u5947\u602a\u3002\u6b63\u5e38\u8bf4\u666e\u901a\u8bdd\u4e0d\u597d\u4e48\u2026\u2026""}, {""user"": ""\u6211\u60f3\u68a6\u89c1"", ""comment_star"": ""5"", ""comment_time"": ""2023-01-15 14:04:00"", ""comment_content"": ""\u5f20\u8bd1\u771f\u7684\u662f\u7535\u89c6\u5267\u7535\u5f71\u4e24\u624b\u90fd\u8981\u6293\u4e24\u624b\u90fd\u5f88\u786c\uff0c\u6709\u6f14\u6280\u7684\u771f\u662f\u6f14\u5565\u90fd\u5f97\u884c\uff0c\u8fd8\u6709\u5f20\u9882\u6587\u5434\u521a\u5f20\u5fd7\u575a\u8fd9\u79cd\uff0c\u5efa\u8bae365\u5929\u7ed9\u7ed1\u5728\u5267\u7ec4\uff0c\u65e0\u7f1d\u8fdb\u7ec4\uff0c\u6551\u6551\u89c2\u4f17\u4eec\u88ab\u8feb\u770b\u5783\u573e\u5267\u7684\u773c\u775b\u5427\uff0c\u770b\u771f\u6b63\u7684\u6f14\u5458\u6f14\u620f\u5c31\u662f\u4eab\u53d7\uff0c\u5c31\u662f\u5f97\u52b2""}, {""user"": ""momo"", ""comment_star"": ""4"", ""comment_time"": ""2023-02-01 12:47:16"", ""comment_content"": ""\u771f\u591f\u725b\u7684\uff0c\u4e13\u6848\u7ec4\u4e00\u5230\uff0c\u5168\u4eac\u6d77\u5c31\u90fd\u5bf9\u4e0d\u4e0a\u53e3\u578b\u4e86\u3002""}, {""user"": ""Yakamoz"", ""comment_star"": ""5"", ""comment_time"": ""2023-01-27 22:18:32"", ""comment_content"": ""\u5f90\u96f7\u4f5c\u4e3a\u4e00\u4e2a\u6d89\u9ed1\u80cc\u666f\u7684\u5bcc\u4e8c\u4ee3\uff0c\u7231\u597d\u2014\u2014\u7535\u9c7c\u3001\u559dAD\u9499\uff0c\u591a\u7eaf\u771f\u554a\uff01""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2886992347.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2886485122.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2886485078.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2887017035.jpg",https://vt1.doubanio.com/202302242347/efeaedab0bf79adc3af0a173d9cd04f3/view/movie/M/402990742.mp4
三体,8.5,https://movie.douban.com/subject/26647087/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2886492021.jpg,2023,杨磊,"张鲁一,于和伟,陈瑾,王子文,林永健,李小冉,王传君,张帆,白客,涂松岩,刘敏,寇振海,杨蓉,孔琳,张峻宁,柯南·何裴,李则慧,赵健,何杜娟,孔连顺,韩青,黎明明,张铭恩,朱戬,郭靖宇,江南,蔡佳,胡杰,于洋,侯鸿亮,梁振华,费振翔,高亚麟,季晨,马东,唐家三少,白一骢,杨磊,贾士凯,王薇,王羽铮,于歆玥,潘晓莉,蔡盈盈","剧情,科幻",中国大陆,"汉语普通话,英语",2023-01-15,,317226,"50.8%,32.3%,11.3%,3.8%,1.9%",2007年，地球基础科学出现了异常的扰动，一时间科学界风雨飘飘，人心惶惶。离奇自杀的科学家，近乎神迹的倒计时，行事隐秘的科学边界，神秘莫测的《三体》游戏……纳米科学家汪淼被警官史强带到联合作战中心，并潜入名为“科学边界”的组织协助调查。迷雾之中，汪淼接触到一个名为ETO的组织，发现其幕后统帅竟是自杀身亡的科学家杨冬的母亲——叶文洁。随着ETO与作战中心你来我往的不断博弈，汪淼和史强逐渐确定《三体》游戏中的世界真实存在。而所有事件的源起，是两个文明为了生存空间，孤注一掷的生死相逐。在联合作战中心及科学家们的共同努力下，汪淼、史强等人坚定信念、重燃希望，带领大家继续准备着在今后与即将入侵的三体人展开殊死斗争。,112933,"[{""user"": ""sky"", ""comment_star"": ""5"", ""comment_time"": ""2023-01-15 22:03:21"", ""comment_content"": ""\u5367\u69fd\u3002\u53ea\u8981\u5168\u5267\u7ef4\u6301\u7b2c\u4e00\u96c6\u8fd9\u4e2a\u6c34\u51c6\uff0cNetflix\u7684\u4e0d\u7528\u770b\u4e86\u597d\u5427\uff01\u4e8e\u548c\u4f1f\u7684\u53f2\u5f3a\u5bf9\u5473\u4e86\uff5e\uff01\u4e3b\u6f14\u5168\u5458\u6f14\u6280\u70b8\u88c2\uff0c\u5267\u60c5\u7d27\u51d1\u5230\u4e00\u4e2a\u5e9f\u955c\u5934\u90fd\u6ca1\u6709\uff01\uff01\n\u4e0d\u8fc7\u738b\u4f20\u541b\u6709\u70b9\u7528\u529b\u8fc7\u731b\u4e86\u3002\u52a8\u4f5c\u592a\u6ee1\uff0c\u53f0\u8bcd\u5374\u5f88\u865a\u3002\u3002\u3002\n---\n7\u21918\u2193\n\u5fc3\u60c5\u7ed9\u641e\u5f97\u548c\u5267\u60c5\u4e00\u6837\u4e00\u6837\u7684\u3002\n\u5e0c\u671b\u540e\u7eed\u5c11\u52a0\u4e9b\u8fd9\u79cd\u610f\u4e49\u4e0d\u5927\u7684\u8fc7\u6e21\u60c5\u8282\u3002\n---\n\u53e4\u7b5d\u884c\u52a8\u725b\u903c\uff01\uff01\u771f\u201c\u628a\u94b1\u82b1\u5728\u5200\u5203\u4e0a\u2018\u2019\u4e86\u3002""}, {""user"": ""\u4f2f\u607a"", ""comment_star"": ""5"", ""comment_time"": ""2023-01-15 22:14:52"", ""comment_content"": ""\u4ed6\u771f\u7684\u8bfb\u539f\u8457\u4e86\uff01\uff01\uff01\uff01\uff01\u6211\u54ed\u4e86T\ufe4fT""}, {""user"": ""\u590f\u4e88\u5ddd"", ""comment_star"": ""4"", ""comment_time"": ""2023-01-15 22:05:41"", ""comment_content"": ""\ud83d\udc4f\u76f4\u63a5\u62a0\u4e66\uff01\u6bd4\u8d77\u9886\u4f1a\u4e0d\u5230\u7cbe\u9ad3\u7684\u778e\u80e1\u641e\uff0c\u6700\u660e\u667a\u5730\u9009\u62e9\u5c31\u662f\u76f4\u63a5\u62a0\u4e66\uff0c\u53f0\u8bcd\u3001\u573a\u6b21\u5168\u90e8\u6309\u90e8\u5c31\u73ed\u3002\u539f\u8457\u7c89\u677e\u4e86\u53e3\u6c14\uff0c\u7ec8\u4e8e\u8ba8\u5230\u53e3\u80fd\u5403\u7684\u3002""}, {""user"": ""\u90ed\u83f2"", ""comment_star"": ""5"", ""comment_time"": ""2023-01-15 22:19:15"", ""comment_content"": ""\u80fd\u5728\u592e\u89c6\u770b\u5230\u8fd9\u79cd\u8c03\u8c03\u7684\u5267\uff0c\u672c\u8eab\u5c31\u503c\u5f97\u4e94\u661f\u9f13\u52b1\u3002""}, {""user"": ""\u561f\u561f\u718a\u4e4b\u7236"", ""comment_star"": ""1"", ""comment_time"": ""2023-01-15 22:22:15"", ""comment_content"": ""\u5f97\u662f\u591a\u4e48\u5077\u5de5\u51cf\u6599\u624d\u4f1a\u6709\u8fd9\u4e48\u4e11\u7684\u6444\u5f71\u548c\u7f8e\u672f\u554a\u2026\u4ee5\u53ca\u5267\u60c5\u53f0\u8bcd\u7167\u642c\u539f\u8457\u662f\u4ec0\u4e48\u503c\u5f97\u8912\u5956\u7684\u4e8b\u60c5\u5417\uff1f\u662f\u80fd\u7701\u7f16\u5267\u8d39\u5417\uff1f""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2886484644.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2886502777.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2886502753.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2887168005.jpg",https://vt1.doubanio.com/202302242347/f1f61d8fd1a11491169b6bb1b46636c3/view/movie/M/402990704.mp4
蚁人与黄蜂女：量子狂潮,6.1,https://movie.douban.com/subject/34610636/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888100566.jpg,2023,佩顿·里德,"保罗·路德,伊万杰琳·莉莉,迈克尔·道格拉斯,米歇尔·菲佛,乔纳森·梅杰斯,凯瑟琳·纽顿,比尔·默瑞,凯蒂·M·奥布莱恩,威廉·杰克森·哈珀,詹姆斯·卡特勒,大卫·达斯马齐连,兰道尔·朴,马克·温曼,罗斯·穆兰,汤姆·克拉克,格雷厄姆·福克斯,布拉姆德奥·香农·拉玛那,拉塞尔·巴洛格,莱昂纳多·泰沃,帕特里夏·贝尔彻,马克·埃弗雷特,鲁本·拉巴萨,尼尔·汉博格,塞拉·卡托,玛丽埃尔·斯科特,戴·扬,埃伦海兹,罗杰·克莱格·史密斯,汤姆·夏普林,戴维·贝尔图奇,Tianyi Kiy,寇瑞·斯托尔,迈克·伍德","喜剧,动作,科幻,冒险",美国,英语,2023-02-17,125,61865,"4.4%,20.6%,53.1%,18.2%,3.7%",影片是《蚁人》系列的第三部作品，同时也是漫威电影宇宙第五阶段的揭幕之作。故事发生于《复仇者联盟4：终局之战》之后，“蚁人”斯科特·朗（保罗·路德 Paul Rudd 饰）和“黄蜂女”霍普·凡·戴恩（伊万杰琳·莉莉 Evangeline Lilly 饰）成了拯救世界的英雄人物，皮姆博士与久违归来的珍妮特 也享受着平静的半退休生活，然而因为意外他们和斯科特的女儿凯茜（凯瑟琳·纽 顿 Kathryn Newton 饰）一起误入量子领域，在这个充满危险的未知世界遭遇了漫威电影宇宙最强反派——征服者康（乔纳森·梅杰斯 Jonathan Majors 饰），开始了一场超越他们想象极限的冒险。,27274,"[{""user"": ""\u8981\u4e38"", ""comment_star"": ""4"", ""comment_time"": ""2023-02-17 03:07:29"", ""comment_content"": ""\u8fdb\u5165\u91cf\u5b50\u9886\u57df\u5c31\u597d\u50cf\u5728\u770bstar wars\uff0c\u5404\u8272\u65cf\u7fa4\u4e0e\u751f\u6001\uff0c\u59a5\u59a5\u7684\u5927\u5947\u89c2\u7535\u5f71\u3002\u5bf9\u6bd4\u9694\u58c1\u5982\u6751\u53e3\u6253\u67b6\u822c\u7684\u5bb6\u56fd\u6218\u4e89\uff0c\u8fd9\u91cc\u539f\u4f4f\u6c11\u5bf9\u5eb7\u7684\u6597\u4e89\u662f\u591a\u4e48\u7cbe\u5f69\u7edd\u4f26\u3002\u89c6\u6548\u914d\u4e0a\u5927\u573a\u9762\uff0c\u771f\u7684\u5f88\u8fc7\u763e\uff01R&M\u7684\u7f16\u5267\u52a0\u5165\u66f4\u662f\u8ba9\u6574\u90e8\u7247\u5b50\u9526\u4e0a\u6dfb\u82b1\uff0c\u522b\u5177\u4e00\u683c\uff1a\u53ef\u80fd\u6027\u98ce\u66b4\uff0c\u6389\u5165\u65f6\u95f4\u7f13\u51b2\u533a\u7684\u8682\u8681\uff0c\u6709\u751f\u547d\u4f53\u7684\u98de\u884c\u5668\u548c\u5efa\u7b51\uff0c\u53ef\u7231\u7684\u6d1e\u6d1e\uff0c\u8fd9\u4e00\u5207\u662f\u591a\u4e48\u7684R&M\u554a\uff0c\u6982\u5ff5\u6027\u73a9\u51fa\u4e86\u82b1\u3002\u6240\u4ee5\u6700\u540e\u770b\u5230\u5eb7\u8bae\u4f1a\u7684\u5f69\u86cb\uff0c\u81ea\u7136\u800c\u7136\u5c31\u60f3\u8d77\u4e86\u745e\u57ce\uff0c\u6fc0\u52a8\u7684\u5fc3\u60c5\u96be\u4ee5\u8a00\u8868\u3002\n\u552f\u4e00\u7684\u8d25\u7b14\u5c31\u662f\u8ba9\u5c0f\u5c0f\u7684\u8681\u4eba\u627f\u62c5\u8d77\u4e86\u5927\u5927\u7684\u8d23\u4efb\u3002\u6d88\u706d\u4e86\u65e0\u6570\u65f6\u95f4\u7ebf\u548c\u590d\u4ec7\u8005\uff0c\u88ab\u5eb7\u8bae\u4f1a\u5408\u529b\u624d\u6d41\u653e\u5230\u91cf\u5b50\u9886\u57df\u7684\u5f81\u670d\u8005\uff0c\u7adf\u7136\u88ab\u8681\u4eba\u4e00\u5bb6\uff0c\u88ab\u8682\u8681\u7ed9\u6218\u80dc\u4e86\uff0c\u8fd9\u662f\u6781\u5176\u6ca1\u6709\u8bf4\u670d\u529b\u7684\u3002""}, {""user"": ""\u662f\u554a\u6930\u5b9d\ud83e\udd65"", ""comment_star"": ""3"", ""comment_time"": ""2023-02-15 23:37:37"", ""comment_content"": ""\u7f16\u5267\u662f\u7528chatGPT\u5199\u7684\u5267\u672c\u662f\u5427\u2026""}, {""user"": ""luer..\u4e00\u4e32\u5b57\u6bcd"", ""comment_star"": ""4"", ""comment_time"": ""2023-02-17 02:50:02"", ""comment_content"": ""\u5f97\u76ca\u4e8e\u826f\u597d\u7684\u89c2\u5f71\u6c1b\u56f4\u548cIMAX\u7684\u4f53\u9a8c\u52a0\u6301\uff08\u7834\u6d6a\u6d3b\u52a8\uff09\uff0c\u8fd9\u90e8\u7535\u5f71\u770b\u5f97\u5f88\u8212\u670d\uff0c\u89c6\u89c9\u6548\u679c\u51fa\u8272\uff0c\u7b11\u70b9\u4e5f\u4e0d\u5c11\uff0c\u5f02\u4e16\u754c\u5f88\u50cf\u8fea\u65af\u5c3c\u53bb\u5e74\u65b0\u7247\u300a\u5947\u5f02\u5b87\u5b99\u300b\uff0c\u5404\u79cd\u5916\u661f\u89d2\u8272\u5927\u6982\u662f\u9ed1\u8863\u4eba\u661f\u6218\u94f6\u6cb3\u62a4\u536b\u961f\u7684\u878d\u5408\u7248\u3002\u5267\u60c5\u5728\u300a\u9ed1\u8c792\u300b\u7684\u966a\u886c\u4e0b\u7adf\u7136\u89c9\u5f97\u8fd8\u4e0d\u9519\uff0c\u867d\u7136\u526a\u6389\u5341\u4e94\u5206\u949f\u66f4\u597d\u3002\u770b\u5230cassie\u5e03\u9053\uff0c\u9738\u6743\u5e76\u975e\u65e0\u575a\u4e0d\u6467\uff0c\u5e03\u5c14\u4ec0\u7ef4\u514b\u6f2b\u753b\u5f0f\u4e3e\u65d7\u8d77\u4e49\uff0c\u604d\u7136\u5bdf\u89c9\u5b57\u5e55\u662f\u4e0d\u662f\u6ca1\u6709\u7ffb\u8bd1\u201cREVOLUTION\u201d\u8fd9\u4e2a\u5355\u8bcd\ud83d\ude44\uff1f\u4e0d\u8fc7\u540c\u6837\u662f\u9769\u547d\uff0c\u300a\u9ed1\u5ba2\u5e1d\u56fd\u300b\u7684\u4e16\u754c\u89c2\u4e4b\u5b8f\u5927\u987f\u65f6\u4ee4\u4eba\u5fc3\u751f\u656c\u754f\uff0c\u5927\u6982\u8fd9\u5c31\u662f\u7ecf\u5178\u548c\u7206\u7c73\u82b1\u7684\u533a\u522b\u3002\n\u53ea\u662f\u7535\u5f71\u91cc\u7684\u5c0f\u4eba\u7269\u5c0f\u8682\u8681\u53ef\u4ee5\u7ffb\u8f6c\u4e16\u754c\uff0c\u73b0\u5b9e\u4e2d\u7684\u5c0f\u8682\u8681\u4eec\u5374\u3002\u3002\u3002\nand\u4e00\u4e9b\u69fd\u70b9\n1\uff0c\u8bf7\u4e0d\u8981\u641e\u9752\u5c11\u5e74\u79d1\u5b66\u5bb6\u4e86\u30022\uff0c\u6bcd\u5973\u4e89\u6267\u592a\u523b\u610f\u3002\u3002\u3002""}, {""user"": ""\u5377\u5377\u732b\u732b\u5934"", ""comment_star"": ""2"", ""comment_time"": ""2023-02-17 02:01:21"", ""comment_content"": ""\u8fd8\u6ca1\u670909\u5e74\u7684\u559c\u7f8a\u7f8a\u4e4b\u725b\u6c14\u51b2\u5929\u597d\u770b\u3002""}, {""user"": ""Agent\u963f\u795e"", ""comment_star"": ""3"", ""comment_time"": ""2023-02-16 11:15:43"", ""comment_content"": ""\u4e00\u5207\u90fd\u59cb\u4e8e\u5eb7\u5bf9\u5eb7\u8bf4\uff1a\u8d70\u65f6\u628a\u300e\u4ed6\u300f\u90a3\u65f6\u5149\u673a\u7ed9\u6211\u7838\u4e86\uff0c\u4ec0\u4e48\u6863\u6b21\uff0c\u8ddf\u6211\u7528\u4e00\u6837\u7684\u3002""}]","https://img2.doubanio.com/view/photo/sqxs/public/p2885228981.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2886480220.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2886275867.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2888097745.jpg",https://vt1.doubanio.com/202302242347/76af5078279edf8295ec64e879958698/view/movie/M/402990870.mp4
流浪地球2,8.3,https://movie.douban.com/subject/35267208/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2885955777.jpg,2023,郭帆,"吴京,刘德华,李雪健,沙溢,宁理,王智,朱颜曼滋,安地,王若熹 ,佟丽娅,伟大力,张衣,天使,克拉拉,叶展飞,倪腾,胡先煦,霍青,刘寅,国义骞,吴恩璇,王红卫,孔大山,徐建,刘佳沄,丁燕来,郜昂,严华,李仁,洪真,王磊,王一通,杨洪涛,赵叶索,李路琦,黄纪渊,郑楚一,吴静一,付嘉灏,瓦伦廷·沃罗布耶夫,李一冉,周强,朱超艺,何金和龙,何金和金,张涛,向进,李沛东 ","科幻,冒险,灾难",中国大陆,"汉语普通话,俄语,英语,印地语,法语",2023-01-22,173,1005923,"41.8%,35.9%,17.1%,3.7%,1.5%",太阳即将毁灭，人类在地球表面建造出巨大的推进器，寻找新的家园。然而宇宙之路危机四伏，为了拯救地球，流浪地球时代的年轻人再次挺身而出，展开争分夺秒的生死之战。,452590,"[{""user"": ""\u7535\u5b50\u68a6"", ""comment_star"": ""5"", ""comment_time"": ""2023-01-22 12:01:06"", ""comment_content"": ""\u4e0d\u5fc5\u5bf9\u6bd4\u4ec0\u4e48 \u4f5c\u4e3a\u91cc\u7a0b\u7891\u4ed6\u5df2\u7ecf\u65e0\u654c""}, {""user"": ""\u4e86\u4e0d\u8d77\u7684\u82b1\u8f6e\u541b"", ""comment_star"": ""4"", ""comment_time"": ""2023-01-22 16:31:45"", ""comment_content"": ""\u539f\u6765\u4eba\u6b7b\u540e\u8fd8\u8981\u7ee7\u7eed\u5e72\u751f\u524d\u7684\u6d3b\u513f\u662f\u771f\u7684\u3002""}, {""user"": ""\u6495\u84dd"", ""comment_star"": ""4"", ""comment_time"": ""2023-01-22 12:06:58"", ""comment_content"": ""\u5218\u5fb7\u534e\u90a3\u6761\u7ebf\u6709\u70b9\u513f\u610f\u601d\uff0c\u4e3a\u8fd9\u4e2a\u7cfb\u5217\u7535\u5f71\u5f00\u542f\u4e86\u65b0\u7ef4\u5ea6\u3002\u592a\u957f\u4e86\uff0c\u5220\u51cf\u5f3a\u5236\u717d\u60c5\u6b63\u80fd\u91cf\u80fd\u77ed30min\u3002""}, {""user"": ""DrunkenPeach"", ""comment_star"": ""5"", ""comment_time"": ""2023-01-22 13:57:05"", ""comment_content"": ""2019\u5e74\u770b\u7b2c\u4e00\u90e8\u7684\u65f6\u5019\u5c31\u60f3\u7740\uff0c\u56de\u56fd\u4e4b\u540e\u5982\u679c\u80fd\u5728\u8fd9\u6837\u7684\u5267\u7ec4\u5de5\u4f5c\u5c31\u597d\u4e86\uff0c\u7ed3\u679c\u4eca\u5e74\u5c31\u771f\u7684\u5728\u8fd9\u90e8\u7684\u7247\u5c3e\u5b57\u5e55\u4e86\u3002\ud83e\udd70\u4e0e\u6709\u8363\u7109\u3002\u4eca\u5929\u5f88\u60f3\u5ff5\u7ec4\u91cc\u7684\u670b\u53cb\u4eec\u3002""}, {""user"": ""\u5173\u5c71\u96be\u8d8a"", ""comment_star"": ""5"", ""comment_time"": ""2023-01-22 16:27:22"", ""comment_content"": ""\u5218\u5fb7\u534e\u90a3\u6761\u7ebf\uff0c\u7ed9\u6574\u4e2a\u7535\u5f71\u60c5\u8282\u4f18\u5316\u4e86\u4e0d\u6b62\u4e00\u70b9\u513f\uff0c\u5c24\u5176\u662f\u6eba\u6c34\u540e\u63a8\u5f00\u95e8\u7684\u90a3\u4e00\u523b\uff0c\u6211\u77ac\u95f4\uff1a\u201c\u8fd9\u662f\u56fd\u4ea7\u7535\u5f71\u80fd\u6709\u7684\u5267\u60c5\u5417\uff1f\u201d""}]","https://img2.doubanio.com/view/photo/sqxs/public/p2886492513.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2886492518.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2886547585.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2886492517.jpg",https://vt1.doubanio.com/202302242347/62184d96acbe4e96bffb96552698f5e8/view/movie/M/402990927.mp4
